engine,scale_factor,template,mode,query_id,repetition,time,status
virtuoso,0.0316,06,prov_naryrel,q001,1,0.06722562800860032,200
virtuoso,0.0316,06,prov_naryrel,q002,1,0.06256786803714931,200
virtuoso,0.0316,06,prov_naryrel,q003,1,0.06567142502171919,200
virtuoso,0.0316,06,prov_naryrel,q004,1,0.06453164399135858,200
virtuoso,0.0316,06,prov_naryrel,q005,1,0.07054090400924906,200
virtuoso,0.0316,06,prov_naryrel,q006,1,0.06907687097555026,200
virtuoso,0.0316,06,prov_naryrel,q007,1,0.06868898897664621,200
virtuoso,0.0316,06,prov_naryrel,q008,1,0.06992117402842268,200
virtuoso,0.0316,06,prov_naryrel,q009,1,0.06513281801017001,200
virtuoso,0.0316,06,prov_naryrel,q010,1,0.06965315894922242,200
virtuoso,0.0316,06,prov_naryrel,q001,2,0.06539599597454071,200
virtuoso,0.0316,06,prov_naryrel,q002,2,0.0664358870126307,200
virtuoso,0.0316,06,prov_naryrel,q003,2,0.06277707300614566,200
virtuoso,0.0316,06,prov_naryrel,q004,2,0.06881866400362924,200
virtuoso,0.0316,06,prov_naryrel,q005,2,0.06636915099807084,200
virtuoso,0.0316,06,prov_naryrel,q006,2,0.06776150898076594,200
virtuoso,0.0316,06,prov_naryrel,q007,2,0.06924219301436096,200
virtuoso,0.0316,06,prov_naryrel,q008,2,0.06893424200825393,200
virtuoso,0.0316,06,prov_naryrel,q009,2,0.06447566900169477,200
virtuoso,0.0316,06,prov_naryrel,q010,2,0.06950646103359759,200
virtuoso,0.0316,06,prov_naryrel,q001,3,0.0655808339943178,200
virtuoso,0.0316,06,prov_naryrel,q002,3,0.06655444100033492,200
virtuoso,0.0316,06,prov_naryrel,q003,3,0.06198092002887279,200
virtuoso,0.0316,06,prov_naryrel,q004,3,0.06813328003045171,200
virtuoso,0.0316,06,prov_naryrel,q005,3,0.0670189080410637,200
virtuoso,0.0316,06,prov_naryrel,q006,3,0.06989354197867215,200
virtuoso,0.0316,06,prov_naryrel,q007,3,0.06856324197724462,200
virtuoso,0.0316,06,prov_naryrel,q008,3,0.06965836801100522,200
virtuoso,0.0316,06,prov_naryrel,q009,3,0.06432941200910136,200
virtuoso,0.0316,06,prov_naryrel,q010,3,0.11229642800753936,200
virtuoso,0.0316,06,prov_naryrel,q001,4,0.0685342870419845,200
virtuoso,0.0316,06,prov_naryrel,q002,4,0.061923642992042005,200
virtuoso,0.0316,06,prov_naryrel,q003,4,0.06582874100422487,200
virtuoso,0.0316,06,prov_naryrel,q004,4,0.06562044797465205,200
virtuoso,0.0316,06,prov_naryrel,q005,4,0.07046476000687107,200
virtuoso,0.0316,06,prov_naryrel,q006,4,0.06925101898377761,200
virtuoso,0.0316,06,prov_naryrel,q007,4,0.06871332495938987,200
virtuoso,0.0316,06,prov_naryrel,q008,4,0.06947725696954876,200
virtuoso,0.0316,06,prov_naryrel,q009,4,0.06380690599326044,200
virtuoso,0.0316,06,prov_naryrel,q010,4,0.06901907199062407,200
virtuoso,0.0316,06,prov_naryrel,q001,5,0.06522867898456752,200
virtuoso,0.0316,06,prov_naryrel,q002,5,0.06587797502288595,200
virtuoso,0.0316,06,prov_naryrel,q003,5,0.0619142449577339,200
virtuoso,0.0316,06,prov_naryrel,q004,5,0.0678442950011231,200
virtuoso,0.0316,06,prov_naryrel,q005,5,0.06677698099520057,200
virtuoso,0.0316,06,prov_naryrel,q006,5,0.06794344203080982,200
virtuoso,0.0316,06,prov_naryrel,q007,5,0.06855203001759946,200
virtuoso,0.0316,06,prov_naryrel,q008,5,0.0694873160100542,200
virtuoso,0.0316,06,prov_naryrel,q009,5,0.0642712019616738,200
virtuoso,0.0316,06,prov_naryrel,q010,5,0.06902899104170501,200
