engine,scale_factor,template,mode,query_id,repetition,time,status
fuseki,0.0316,05,prov_naryrel_non_aggregate,q001,1,0.20028879499295726,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q002,1,0.18840887100668624,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q003,1,0.2471303140046075,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q004,1,0.19194380700355396,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q005,1,0.1621014869888313,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q006,1,0.18570008204551414,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q007,1,0.22086128202499822,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q008,1,0.2138507809722796,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q009,1,0.1606792650418356,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q010,1,0.15417014999547973,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q001,2,0.17112213000655174,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q002,2,0.17580055200960487,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q003,2,0.2024091929779388,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q004,2,0.21638308698311448,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q005,2,0.17118165199644864,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q006,2,0.16048001998569816,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q007,2,0.15150028397329152,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q008,2,0.1580741720390506,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q009,2,0.15746355097508058,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q010,2,0.16156096797203645,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q001,3,0.22283366200281307,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q002,3,0.21397613699082285,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q003,3,0.15063061396358535,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q004,3,0.15209669899195433,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q005,3,0.15781884000170976,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q006,3,0.16054569400148466,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q007,3,0.19732777000172064,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q008,3,0.2008151370100677,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q009,3,0.20011029700981453,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q010,3,0.20955193397821859,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q001,4,0.24130365502787754,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q002,4,0.1915665960405022,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q003,4,0.20129604398971424,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q004,4,0.20231976499781013,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q005,4,0.2128258390002884,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q006,4,0.15688720397884026,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q007,4,0.14713618502719328,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q008,4,0.15017594600794837,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q009,4,0.15022268501343206,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q010,4,0.1969798439531587,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q001,5,0.15869139699498191,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q002,5,0.14992788899689913,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q003,5,0.15451491001294926,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q004,5,0.1486660490045324,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q005,5,0.15809900796739385,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q006,5,0.1518306770012714,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q007,5,0.14281682897126302,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q008,5,0.15076970704831183,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q009,5,0.1552632109960541,200
fuseki,0.0316,05,prov_naryrel_non_aggregate,q010,5,0.15222494100453332,200
